FIPS,County,Year,Population,Primary Point
19103,Johnson County,July 01 2017,149325,POINT (-91.5880849 41.6715511)
19171,Tama County,July 01 2009,17377,POINT (-92.5325425 42.07981170000001)
19035,Cherokee County,July 01 2006,11791,POINT (-95.6238055 42.7356226)
19173,Taylor County,July 01 2018,6160,POINT (-94.6964148 40.73743240000001)
19125,Marion County,July 01 2015,33109,POINT (-93.0994367 41.3344515)
19017,Bremer County,July 01 1999,23322,POINT (-92.31805480000001 42.7745873)
19059,Dickinson County,July 01 2003,16318,POINT (-95.1508301 43.3779848)
19015,Boone County,July 01 1991,25200,POINT (-93.931671 42.0365493)
19087,Henry County,July 01 1999,20285,POINT (-91.5445241 40.9879383)
19061,Dubuque County,April 01 2000,89156,POINT (-90.8824564 42.468832)
19175,Union County,July 01 2005,11943,POINT (-94.2423792 41.0277304)
19079,Hamilton County,July 01 1993,16229,POINT (-93.7068085 42.3837722)
19129,Mills County,July 01 2016,15053,POINT (-95.62132670000001 41.0334523)
19043,Clayton County,April 01 1990,19054,POINT (-91.34143280000002 42.8447493)
19111,Lee County,July 01 2008,35484,POINT (-91.479264 40.6419764)
19181,Warren County,July 01 2012,46895,POINT (-93.5613594 41.3343735)
19049,Dallas County,July 01 2009,61950,POINT (-94.0397374 41.6848862)
19099,Jasper County,July 01 1999,36898,POINT (-93.053765 41.6860394)
19085,Harrison County,July 01 2007,15416,POINT (-95.8169209 41.6828528)
19139,Muscatine County,July 01 2007,42456,POINT (-91.1127562 41.4839221)
19011,Benton County,July 01 1999,24823,POINT (-92.0656912 42.0801864)
19033,Cerro Gordo County,July 01 1998,47091,POINT (-93.2608184 43.081557700000005)
19157,Poweshiek County,July 01 1997,19004,POINT (-92.53146840000001 41.6864422)
19047,Crawford County,July 01 2001,16890,POINT (-95.3819678 42.0372125)
19025,Calhoun County,July 01 2006,10101,POINT (-94.6404136 42.385184800000005)
19169,Story County,July 01 2014,95802,POINT (-93.4650448 42.0362415)
19149,Plymouth County,July 01 2003,24584,POINT (-96.2140431 42.7378346)
19053,Decatur County,July 01 2018,7890,POINT (-93.7862815 40.7376827)
19169,Story County,July 01 1993,75130,POINT (-93.4650448 42.0362415)
19089,Howard County,July 01 1994,10008,POINT (-92.3171989 43.3567673)
19133,Monona County,July 01 1999,10047,POINT (-95.9599235 42.0516663)
19117,Lucas County,April 01 1990,9070,POINT (-93.3277207 41.0293738)
19013,Black Hawk County,July 01 2019,131228,POINT (-92.3088197 42.4700957)
19103,Johnson County,July 01 1998,106538,POINT (-91.5880849 41.6715511)
19109,Kossuth County,July 01 1992,18230,POINT (-94.2067199 43.20413)
19087,Henry County,April 01 2010,20145,POINT (-91.5445241 40.9879383)
19049,Dallas County,July 01 1998,36862,POINT (-94.0397374 41.6848862)
19137,Montgomery County,July 01 1991,12074,POINT (-95.1563758 41.03014)
19013,Black Hawk County,July 01 1994,126976,POINT (-92.3088197 42.4700957)
19197,Wright County,July 01 1994,14348,POINT (-93.7351465 42.7331189)
19195,Worth County,July 01 1992,7908,POINT (-93.2608476 43.3773984)
19023,Butler County,July 01 1995,15578,POINT (-92.7901934 42.7315661)
19165,Shelby County,July 01 2009,11957,POINT (-95.31021130000002 41.6850926)
19093,Ida County,July 01 2013,7074,POINT (-95.5134962 42.3868747)
19033,Cerro Gordo County,July 01 2009,43609,POINT (-93.2608184 43.081557700000005)
19129,Mills County,July 01 2002,14533,POINT (-95.62132670000001 41.0334523)
19093,Ida County,July 01 2003,7445,POINT (-95.5134962 42.3868747)
19007,Appanoose County,July 01 2007,12926,POINT (-92.8686104 40.7431635)
19055,Delaware County,July 01 2004,17797,POINT (-91.3673502 42.471211)
19075,Grundy County,July 01 2003,12241,POINT (-92.7914177 42.4018651)
19173,Taylor County,July 01 2015,6246,POINT (-94.6964148 40.73743240000001)
19117,Lucas County,July 01 2018,8617,POINT (-93.3277207 41.0293738)
19119,Lyon County,July 01 1992,11914,POINT (-96.2102924 43.380497)
19173,Taylor County,July 01 2009,6344,POINT (-94.6964148 40.73743240000001)
19019,Buchanan County,July 01 2003,20778,POINT (-91.8378392 42.4707777)
19147,Palo Alto County,July 01 1991,10642,POINT (-94.6781371 43.0820643)
19053,Decatur County,July 01 2007,8342,POINT (-93.7862815 40.7376827)
19067,Floyd County,July 01 1999,16987,POINT (-92.78900330000002 43.0599208)
19193,Woodbury County,July 01 2018,102515,POINT (-96.0447673 42.3897169)
19091,Humboldt County,July 01 1991,10755,POINT (-94.2071868 42.7764686)
19069,Franklin County,July 01 1996,11016,POINT (-93.262473 42.7325458)
19087,Henry County,July 01 2014,19834,POINT (-91.5445241 40.9879383)
19107,Keokuk County,July 01 2005,10893,POINT (-92.1786426 41.336465)
19047,Crawford County,July 01 2006,16486,POINT (-95.3819678 42.0372125)
19143,Osceola County,July 01 1994,7239,POINT (-95.6236852 43.3785704)
19071,Fremont County,July 01 2013,7069,POINT (-95.6046765 40.7455892)
19159,Ringgold County,July 01 2014,4961,POINT (-94.2439719 40.7352023)
19003,Adams County,July 01 2011,3994,POINT (-94.6991849 41.02898390000001)
19065,Fayette County,July 01 1992,22065,POINT (-91.8443207 42.8625919)
19141,O'Brien County,July 01 2004,14345,POINT (-95.6248784 43.0837527)
19147,Palo Alto County,April 01 2010,9421,POINT (-94.6781371 43.0820643)
19037,Chickasaw County,July 01 2012,12287,POINT (-92.3176637 43.06004140000001)
19125,Marion County,July 01 2012,33274,POINT (-93.0994367 41.3344515)
19053,Decatur County,July 01 1996,8468,POINT (-93.7862815 40.7376827)
19185,Wayne County,July 01 1992,7057,POINT (-93.3273639 40.73947020000001)
19063,Emmet County,July 01 2007,10341,POINT (-94.6784803 43.37802250000001)
19159,Ringgold County,July 01 1994,5405,POINT (-94.2439719 40.7352023)
19171,Tama County,April 01 1990,17419,POINT (-92.5325425 42.07981170000001)
19049,Dallas County,July 01 1999,38152,POINT (-94.0397374 41.6848862)
19079,Hamilton County,July 01 2016,15075,POINT (-93.7068085 42.3837722)
19193,Woodbury County,July 01 2007,101382,POINT (-96.0447673 42.3897169)
19181,Warren County,April 01 2000,40671,POINT (-93.5613594 41.3343735)
19179,Wapello County,July 01 2001,35954,POINT (-92.4094499 41.03058450000001)
19187,Webster County,July 01 2011,37745,POINT (-94.18178810000002 42.4279662)
19121,Madison County,July 01 2004,14689,POINT (-94.01556190000001 41.33071420000001)
19145,Page County,July 01 2013,15516,POINT (-95.1501747 40.7391444)
19059,Dickinson County,July 01 2011,16859,POINT (-95.1508301 43.3779848)
19117,Lucas County,April 01 2010,8898,POINT (-93.3277207 41.0293738)
19145,Page County,July 01 1996,16729,POINT (-95.1501747 40.7391444)
19153,Polk County,July 01 2015,467304,POINT (-93.5735335 41.6855048)
19101,Jefferson County,July 01 2006,15491,POINT (-91.9488774 41.0317596)
19121,Madison County,July 01 1997,13480,POINT (-94.01556190000001 41.33071420000001)
19059,Dickinson County,April 01 2000,16424,POINT (-95.1508301 43.3779848)
19013,Black Hawk County,July 01 2011,131584,POINT (-92.3088197 42.4700957)
19185,Wayne County,July 01 2016,6447,POINT (-93.3273639 40.73947020000001)
19189,Winnebago County,July 01 1999,11741,POINT (-93.7341955 43.37756780000001)
19165,Shelby County,July 01 1994,13295,POINT (-95.31021130000002 41.6850926)
19161,Sac County,July 01 2002,11040,POINT (-95.1053946 42.3862604)
19193,Woodbury County,July 01 2014,102292,POINT (-96.0447673 42.3897169)
19151,Pocahontas County,July 01 2016,6854,POINT (-94.67874660000001 42.73413510000001)
19067,Floyd County,July 01 2009,15910,POINT (-92.78900330000002 43.0599208)
19103,Johnson County,July 01 2009,131005,POINT (-91.5880849 41.6715511)
19097,Jackson County,April 01 2000,20296,POINT (-90.5742294 42.1717426)
19081,Hancock County,July 01 2013,11131,POINT (-93.7342723 43.0818861)
19115,Louisa County,July 01 2005,11775,POINT (-91.2596184 41.2185073)
19055,Delaware County,July 01 1997,18324,POINT (-91.3673502 42.471211)
19175,Union County,July 01 1994,12482,POINT (-94.2423792 41.0277304)
19021,Buena Vista County,July 01 2002,20142,POINT (-95.15114900000002 42.7354936)
19071,Fremont County,July 01 1996,8172,POINT (-95.6046765 40.7455892)
19019,Buchanan County,July 01 2018,21178,POINT (-91.8378392 42.4707777)
19009,Audubon County,July 01 2006,6179,POINT (-94.9058222 41.6845893)
19141,O'Brien County,July 01 2009,13928,POINT (-95.6248784 43.0837527)
19063,Emmet County,July 01 1992,11666,POINT (-94.6784803 43.37802250000001)
19083,Hardin County,July 01 2007,17505,POINT (-93.2404025 42.3838803)
19183,Washington County,July 01 1995,20039,POINT (-91.7178676 41.335591)
19195,Worth County,July 01 2019,7381,POINT (-93.2608476 43.3773984)
19133,Monona County,July 01 1994,10070,POINT (-95.9599235 42.0516663)
19017,Bremer County,July 01 2013,24579,POINT (-92.31805480000001 42.7745873)
19059,Dickinson County,July 01 2015,17004,POINT (-95.1508301 43.3779848)
19039,Clarke County,July 01 2003,9211,POINT (-93.78515790000002 41.0290323)
19111,Lee County,July 01 2004,36385,POINT (-91.479264 40.6419764)
19065,Fayette County,July 01 1997,22275,POINT (-91.8443207 42.8625919)
19177,Van Buren County,July 01 2006,7640,POINT (-91.9499871 40.7532294)
19127,Marshall County,July 01 1993,37907,POINT (-92.9987706 42.0358499)
19099,Jasper County,July 01 2007,36567,POINT (-93.053765 41.6860394)
19149,Plymouth County,July 01 2014,24911,POINT (-96.2140431 42.7378346)
19123,Mahaska County,July 01 2019,22095,POINT (-92.6409094 41.3352035)
19093,Ida County,July 01 2011,7046,POINT (-95.5134962 42.3868747)
19159,Ringgold County,July 01 1998,5447,POINT (-94.2439719 40.7352023)
19109,Kossuth County,July 01 2009,15154,POINT (-94.2067199 43.20413)
19099,Jasper County,July 01 1995,35342,POINT (-93.053765 41.6860394)
19071,Fremont County,July 01 1991,8236,POINT (-95.6046765 40.7455892)
19051,Davis County,July 01 2005,8507,POINT (-92.4097173 40.7476891)
19115,Louisa County,April 01 2000,12183,POINT (-91.2596184 41.2185073)
19147,Palo Alto County,July 01 2008,9318,POINT (-94.6781371 43.0820643)
19125,Marion County,July 01 1999,31601,POINT (-93.0994367 41.3344515)
19089,Howard County,July 01 2015,9313,POINT (-92.3171989 43.3567673)
19123,Mahaska County,July 01 2015,22312,POINT (-92.6409094 41.3352035)
19129,Mills County,July 01 2007,15147,POINT (-95.62132670000001 41.0334523)
19017,Bremer County,July 01 2017,24823,POINT (-92.31805480000001 42.7745873)
19145,Page County,July 01 2001,16869,POINT (-95.1501747 40.7391444)
19073,Greene County,July 01 2008,9349,POINT (-94.3968356 42.0362394)
19055,Delaware County,July 01 2013,17473,POINT (-91.3673502 42.471211)
19153,Polk County,April 01 2000,374575,POINT (-93.5735335 41.6855048)
19153,Polk County,July 01 2009,429439,POINT (-93.5735335 41.6855048)
19129,Mills County,July 01 2018,15068,POINT (-95.62132670000001 41.0334523)
19145,Page County,July 01 2006,16043,POINT (-95.1501747 40.7391444)
19139,Muscatine County,July 01 1992,40538,POINT (-91.1127562 41.4839221)
19025,Calhoun County,July 01 2015,9801,POINT (-94.6404136 42.385184800000005)
19147,Palo Alto County,July 01 2018,8903,POINT (-94.6781371 43.0820643)
19049,Dallas County,July 01 2016,84248,POINT (-94.0397374 41.6848862)
19127,Marshall County,July 01 1996,39051,POINT (-92.9987706 42.0358499)
19149,Plymouth County,July 01 2011,24818,POINT (-96.2140431 42.7378346)
19059,Dickinson County,July 01 2019,17258,POINT (-95.1508301 43.3779848)
19023,Butler County,July 01 2014,14959,POINT (-92.7901934 42.7315661)
19183,Washington County,July 01 2001,21000,POINT (-91.7178676 41.335591)
19123,Mahaska County,July 01 2001,22378,POINT (-92.6409094 41.3352035)
19113,Linn County,July 01 2001,194323,POINT (-91.5989646 42.0789478)
19065,Fayette County,July 01 2004,21024,POINT (-91.8443207 42.8625919)
19167,Sioux County,July 01 1998,31473,POINT (-96.1778827 43.0826174)
19197,Wright County,July 01 2004,13537,POINT (-93.7351465 42.7331189)
19155,Pottawattamie County,July 01 2002,87944,POINT (-95.5423935 41.3366123)
19159,Ringgold County,July 01 2018,4940,POINT (-94.2439719 40.7352023)
19131,Mitchell County,July 01 2012,10716,POINT (-92.7890315 43.3564124)
19157,Poweshiek County,July 01 2013,18606,POINT (-92.53146840000001 41.6864422)
19119,Lyon County,July 01 2002,11581,POINT (-96.2102924 43.380497)
19193,Woodbury County,July 01 2002,102981,POINT (-96.0447673 42.3897169)
19015,Boone County,July 01 2016,26416,POINT (-93.931671 42.0365493)
19179,Wapello County,July 01 2014,35426,POINT (-92.4094499 41.03058450000001)
19107,Keokuk County,April 01 1990,11624,POINT (-92.1786426 41.336465)
19105,Jones County,April 01 2000,20221,POINT (-91.1314352 42.1212397)
19045,Clinton County,July 01 2007,49084,POINT (-90.5319724 41.8980358)
19099,Jasper County,July 01 1994,35136,POINT (-93.053765 41.6860394)
19017,Bremer County,July 01 2003,23273,POINT (-92.31805480000001 42.7745873)
19091,Humboldt County,July 01 2001,10280,POINT (-94.2071868 42.7764686)
19061,Dubuque County,July 01 2015,96850,POINT (-90.8824564 42.468832)
19053,Decatur County,April 01 2010,8457,POINT (-93.7862815 40.7376827)
19045,Clinton County,July 01 2015,47558,POINT (-90.5319724 41.8980358)
19073,Greene County,July 01 1991,10028,POINT (-94.3968356 42.0362394)
19183,Washington County,July 01 2015,22145,POINT (-91.7178676 41.335591)
19179,Wapello County,July 01 2009,35334,POINT (-92.4094499 41.03058450000001)
19001,Adair County,July 01 2003,7916,POINT (-94.4709413 41.3307464)
19195,Worth County,July 01 1997,8001,POINT (-93.2608476 43.3773984)
19013,Black Hawk County,July 01 1999,127743,POINT (-92.3088197 42.4700957)
19009,Audubon County,April 01 2010,6119,POINT (-94.9058222 41.6845893)
19101,Jefferson County,July 01 1992,16316,POINT (-91.9488774 41.0317596)
19185,Wayne County,July 01 2002,6635,POINT (-93.3273639 40.73947020000001)
19083,Hardin County,July 01 2018,16937,POINT (-93.2404025 42.3838803)
19187,Webster County,July 01 2004,38930,POINT (-94.18178810000002 42.4279662)
19057,Des Moines County,July 01 1999,42621,POINT (-91.1814707 40.9231829)
19143,Osceola County,July 01 1999,7087,POINT (-95.6236852 43.3785704)
19181,Warren County,July 01 2018,51014,POINT (-93.5613594 41.3343735)
19187,Webster County,July 01 2017,36637,POINT (-94.18178810000002 42.4279662)
19145,Page County,April 01 2010,15932,POINT (-95.1501747 40.7391444)
19015,Boone County,July 01 2015,26443,POINT (-93.931671 42.0365493)
19159,Ringgold County,July 01 2009,4944,POINT (-94.2439719 40.7352023)
19049,Dallas County,July 01 2017,87208,POINT (-94.0397374 41.6848862)
19125,Marion County,July 01 1996,31143,POINT (-93.0994367 41.3344515)
19171,Tama County,July 01 2005,17897,POINT (-92.5325425 42.07981170000001)
19173,Taylor County,April 01 1990,7114,POINT (-94.6964148 40.73743240000001)
19197,Wright County,July 01 2009,12716,POINT (-93.7351465 42.7331189)
19005,Allamakee County,July 01 1991,13836,POINT (-91.3780923 43.2842838)
19077,Guthrie County,July 01 2009,10833,POINT (-94.501055 41.6837548)
19189,Winnebago County,July 01 2012,10602,POINT (-93.7341955 43.37756780000001)
19123,Mahaska County,July 01 2011,22501,POINT (-92.6409094 41.3352035)
19037,Chickasaw County,July 01 2001,13047,POINT (-92.3176637 43.06004140000001)
19167,Sioux County,July 01 2017,34781,POINT (-96.1778827 43.0826174)
19051,Davis County,July 01 1993,8326,POINT (-92.4097173 40.7476891)
19061,Dubuque County,July 01 1995,88654,POINT (-90.8824564 42.468832)
19175,Union County,July 01 2009,12241,POINT (-94.2423792 41.0277304)
19139,Muscatine County,July 01 2003,41680,POINT (-91.1127562 41.4839221)
19163,Scott County,July 01 1997,156751,POINT (-90.6232428 41.6370978)
19187,Webster County,July 01 2013,37327,POINT (-94.18178810000002 42.4279662)
19153,Polk County,July 01 1995,349349,POINT (-93.5735335 41.6855048)
19013,Black Hawk County,July 01 2004,126077,POINT (-92.3088197 42.4700957)
19133,Monona County,July 01 2003,9682,POINT (-95.9599235 42.0516663)
19121,Madison County,July 01 2016,15796,POINT (-94.01556190000001 41.33071420000001)
19153,Polk County,July 01 2017,480487,POINT (-93.5735335 41.6855048)
19143,Osceola County,July 01 2004,6763,POINT (-95.6236852 43.3785704)
19007,Appanoose County,July 01 2003,13452,POINT (-92.8686104 40.7431635)
19185,Wayne County,July 01 2007,6283,POINT (-93.3273639 40.73947020000001)
19013,Black Hawk County,July 01 1998,127275,POINT (-92.3088197 42.4700957)
19035,Cherokee County,July 01 1993,13978,POINT (-95.6238055 42.7356226)
19023,Butler County,July 01 2007,14626,POINT (-92.7901934 42.7315661)
19023,Butler County,April 01 2010,14867,POINT (-92.7901934 42.7315661)
19033,Cerro Gordo County,July 01 2018,42642,POINT (-93.2608184 43.081557700000005)
19131,Mitchell County,July 01 2008,10794,POINT (-92.7890315 43.3564124)
19011,Benton County,July 01 1995,23552,POINT (-92.0656912 42.0801864)
19025,Calhoun County,July 01 1994,11478,POINT (-94.6404136 42.385184800000005)
19111,Lee County,July 01 2019,33657,POINT (-91.479264 40.6419764)
19121,Madison County,July 01 1992,12548,POINT (-94.01556190000001 41.33071420000001)
19079,Hamilton County,July 01 2002,16204,POINT (-93.7068085 42.3837722)
19001,Adair County,July 01 1992,8430,POINT (-94.4709413 41.3307464)
19051,Davis County,July 01 2012,8707,POINT (-92.4097173 40.7476891)
19181,Warren County,July 01 2004,42263,POINT (-93.5613594 41.3343735)
19109,Kossuth County,July 01 1996,17836,POINT (-94.2067199 43.20413)
19093,Ida County,July 01 2008,6922,POINT (-95.5134962 42.3868747)
19125,Marion County,July 01 1991,29995,POINT (-93.0994367 41.3344515)
19027,Carroll County,July 01 1996,21651,POINT (-94.8605593 42.0362382)
19059,Dickinson County,July 01 2017,17141,POINT (-95.1508301 43.3779848)
19143,Osceola County,July 01 2015,6160,POINT (-95.6236852 43.3785704)
19177,Van Buren County,July 01 2017,7155,POINT (-91.9499871 40.7532294)
19063,Emmet County,July 01 2003,10684,POINT (-94.6784803 43.37802250000001)
19177,Van Buren County,July 01 2009,7679,POINT (-91.9499871 40.7532294)
19037,Chickasaw County,April 01 1990,13295,POINT (-92.3176637 43.06004140000001)
19061,Dubuque County,July 01 2012,95159,POINT (-90.8824564 42.468832)
19081,Hancock County,July 01 1995,12073,POINT (-93.7342723 43.0818861)
19021,Buena Vista County,July 01 1995,20497,POINT (-95.15114900000002 42.7354936)
19127,Marshall County,April 01 2010,40648,POINT (-92.9987706 42.0358499)
19051,Davis County,July 01 1998,8496,POINT (-92.4097173 40.7476891)
19031,Cedar County,July 01 2001,18074,POINT (-91.1324125 41.7723207)
